,State,Day,YOYPctChange
5067,Minnesota,2/19/20,51.0
5068,Minnesota,2/20/20,-15.0
5069,Minnesota,2/21/20,-9.0
5070,Minnesota,2/22/20,17.0
5071,Minnesota,2/23/20,22.0
5072,Minnesota,2/24/20,2.0
5073,Minnesota,2/25/20,19.0
5074,Minnesota,2/26/20,-1.0
5075,Minnesota,2/27/20,7.0
5076,Minnesota,2/28/20,33.0
5077,Minnesota,2/29/20,1.0
5078,Minnesota,3/1/20,-1.0
5079,Minnesota,3/2/20,-9.0
5080,Minnesota,3/3/20,-2.0
5081,Minnesota,3/4/20,-3.0
5082,Minnesota,3/5/20,-17.0
5083,Minnesota,3/6/20,-12.0
5084,Minnesota,3/7/20,59.0
5085,Minnesota,3/8/20,13.0
5086,Minnesota,3/9/20,-17.0
5087,Minnesota,3/10/20,-12.0
5088,Minnesota,3/11/20,-18.0
5089,Minnesota,3/12/20,-24.0
5090,Minnesota,3/13/20,-30.0
5091,Minnesota,3/14/20,-43.0
5092,Minnesota,3/15/20,-51.0
5093,Minnesota,3/16/20,-72.0
5094,Minnesota,3/17/20,-98.0
5095,Minnesota,3/18/20,-100.0
5096,Minnesota,3/19/20,-100.0
5097,Minnesota,3/20/20,-100.0
5098,Minnesota,3/21/20,-100.0
5099,Minnesota,3/22/20,-100.0
5100,Minnesota,3/23/20,-100.0
5101,Minnesota,3/24/20,-100.0
5102,Minnesota,3/25/20,-100.0
5103,Minnesota,3/26/20,-100.0
5104,Minnesota,3/27/20,-100.0
5105,Minnesota,3/28/20,-100.0
5106,Minnesota,3/29/20,-100.0
5107,Minnesota,3/30/20,-100.0
5108,Minnesota,3/31/20,-100.0
5109,Minnesota,4/1/20,-100.0
5110,Minnesota,4/2/20,-100.0
5111,Minnesota,4/3/20,-100.0
5112,Minnesota,4/4/20,-100.0
5113,Minnesota,4/5/20,-100.0
5114,Minnesota,4/6/20,-100.0
5115,Minnesota,4/7/20,-100.0
5116,Minnesota,4/8/20,-100.0
5117,Minnesota,4/9/20,-100.0
5118,Minnesota,4/10/20,-100.0
5119,Minnesota,4/11/20,-100.0
5120,Minnesota,4/12/20,-100.0
5121,Minnesota,4/13/20,-100.0
5122,Minnesota,4/14/20,-100.0
5123,Minnesota,4/15/20,-100.0
5124,Minnesota,4/16/20,-100.0
5125,Minnesota,4/17/20,-100.0
5126,Minnesota,4/18/20,-100.0
5127,Minnesota,4/19/20,-100.0
5128,Minnesota,4/20/20,-100.0
5129,Minnesota,4/21/20,-100.0
5130,Minnesota,4/22/20,-100.0
5131,Minnesota,4/23/20,-100.0
5132,Minnesota,4/24/20,-100.0
5133,Minnesota,4/25/20,-100.0
5134,Minnesota,4/26/20,-100.0
5135,Minnesota,4/27/20,-100.0
5136,Minnesota,4/28/20,-100.0
5137,Minnesota,4/29/20,-100.0
5138,Minnesota,4/30/20,-100.0
5139,Minnesota,5/1/20,-100.0
5140,Minnesota,5/2/20,-100.0
5141,Minnesota,5/3/20,-100.0
5142,Minnesota,5/4/20,-100.0
5143,Minnesota,5/5/20,-100.0
5144,Minnesota,5/6/20,-100.0
5145,Minnesota,5/7/20,-100.0
5146,Minnesota,5/8/20,-100.0
5147,Minnesota,5/9/20,-100.0
5148,Minnesota,5/10/20,-100.0
5149,Minnesota,5/11/20,-99.56
5150,Minnesota,5/12/20,-99.63
5151,Minnesota,5/13/20,-100.0
5152,Minnesota,5/14/20,-99.89
5153,Minnesota,5/15/20,-100.0
5154,Minnesota,5/16/20,-99.38
5155,Minnesota,5/17/20,-99.4
5156,Minnesota,5/18/20,-99.49
5157,Minnesota,5/19/20,-99.58
5158,Minnesota,5/20/20,-99.46
5159,Minnesota,5/21/20,-99.68
5160,Minnesota,5/22/20,-99.72
5161,Minnesota,5/23/20,-99.75
5162,Minnesota,5/24/20,-99.75
5163,Minnesota,5/25/20,-100.0
5164,Minnesota,5/26/20,-98.52
5165,Minnesota,5/27/20,-98.67
5166,Minnesota,5/28/20,-98.83
5167,Minnesota,5/29/20,-99.16
5168,Minnesota,5/30/20,-99.14
5169,Minnesota,5/31/20,-99.21
5170,Minnesota,6/1/20,-75.06
5171,Minnesota,6/2/20,-84.91
5172,Minnesota,6/3/20,-76.04
5173,Minnesota,6/4/20,-75.62
5174,Minnesota,6/5/20,-75.08
5175,Minnesota,6/6/20,-76.61
5176,Minnesota,6/7/20,-70.59
5177,Minnesota,6/8/20,-73.08
5178,Minnesota,6/9/20,-87.06
5179,Minnesota,6/10/20,-59.36
5180,Minnesota,6/11/20,-52.37
5181,Minnesota,6/12/20,-51.24
5182,Minnesota,6/13/20,-51.25
5183,Minnesota,6/14/20,-68.33
5184,Minnesota,6/15/20,-50.32
5185,Minnesota,6/16/20,-49.52
5186,Minnesota,6/17/20,-47.22
5187,Minnesota,6/18/20,-58.47
5188,Minnesota,6/19/20,-44.02
5189,Minnesota,6/20/20,-43.28
5190,Minnesota,6/21/20,-24.96
5191,Minnesota,6/22/20,-49.84
5192,Minnesota,6/23/20,-45.9
5193,Minnesota,6/24/20,-41.16
5194,Minnesota,6/25/20,-42.2
5195,Minnesota,6/26/20,-44.06
5196,Minnesota,6/27/20,-40.54
5197,Minnesota,6/28/20,-47.87
5198,Minnesota,6/29/20,-45.59
5199,Minnesota,6/30/20,-37.38
5200,Minnesota,7/1/20,-29.58
5201,Minnesota,7/2/20,-22.72
5202,Minnesota,7/3/20,-38.15
5203,Minnesota,7/4/20,-63.36
5204,Minnesota,7/5/20,-45.39
5205,Minnesota,7/6/20,-42.37
5206,Minnesota,7/7/20,-42.55
5207,Minnesota,7/8/20,-50.22
5208,Minnesota,7/9/20,-49.46
5209,Minnesota,7/10/20,-38.98
5210,Minnesota,7/11/20,-41.67
5211,Minnesota,7/12/20,-39.36
5212,Minnesota,7/13/20,-48.56
5213,Minnesota,7/14/20,-55.73
5214,Minnesota,7/15/20,-47.72
5215,Minnesota,7/16/20,-45.9
5216,Minnesota,7/17/20,-46.34
5217,Minnesota,7/18/20,-49.83
5218,Minnesota,7/19/20,-39.18
5219,Minnesota,7/20/20,-43.14
5220,Minnesota,7/21/20,-49.2
5221,Minnesota,7/22/20,-43.48
5222,Minnesota,7/23/20,-38.82
5223,Minnesota,7/24/20,-43.24
5224,Minnesota,7/25/20,-46.08
5225,Minnesota,7/26/20,-45.51
5226,Minnesota,7/27/20,-40.85
5227,Minnesota,7/28/20,-44.95
5228,Minnesota,7/29/20,-44.7
5229,Minnesota,7/30/20,-45.26
5230,Minnesota,7/31/20,-44.7
5231,Minnesota,8/1/20,-48.91
5232,Minnesota,8/2/20,-45.32
5233,Minnesota,8/3/20,-48.93
5234,Minnesota,8/4/20,-46.59
5235,Minnesota,8/5/20,-49.85
5236,Minnesota,8/6/20,-47.03
5237,Minnesota,8/7/20,-39.31
5238,Minnesota,8/8/20,-45.14
5239,Minnesota,8/9/20,-42.92
5240,Minnesota,8/10/20,-40.89
5241,Minnesota,8/11/20,-41.59
5242,Minnesota,8/12/20,-47.43
5243,Minnesota,8/13/20,-38.97
5244,Minnesota,8/14/20,-46.76
5245,Minnesota,8/15/20,-30.54
5246,Minnesota,8/16/20,-36.43
5247,Minnesota,8/17/20,-39.54
5248,Minnesota,8/18/20,-37.37
5249,Minnesota,8/19/20,-37.23
5250,Minnesota,8/20/20,-31.3
5251,Minnesota,8/21/20,-30.72
5252,Minnesota,8/22/20,-31.52
5253,Minnesota,8/23/20,-29.95
5254,Minnesota,8/24/20,-38.43
5255,Minnesota,8/25/20,-34.61
5256,Minnesota,8/26/20,-29.02
5257,Minnesota,8/27/20,-23.88
5258,Minnesota,8/28/20,-24.15
5259,Minnesota,8/29/20,-24.24
5260,Minnesota,8/30/20,-36.72
5261,Minnesota,8/31/20,-29.1
5262,Minnesota,9/1/20,-11.24
5263,Minnesota,9/2/20,-12.98
5264,Minnesota,9/3/20,-19.29
5265,Minnesota,9/4/20,-21.95
5266,Minnesota,9/5/20,-25.54
5267,Minnesota,9/6/20,-1.84
5268,Minnesota,9/7/20,-13.59
5269,Minnesota,9/8/20,-53.51
5270,Minnesota,9/9/20,-47.81
5271,Minnesota,9/10/20,-34.77
5272,Minnesota,9/11/20,-38.43
5273,Minnesota,9/12/20,-29.6
5274,Minnesota,9/13/20,-21.5
5275,Minnesota,9/14/20,-28.95
5276,Minnesota,9/15/20,-23.29
5277,Minnesota,9/16/20,-27.88
5278,Minnesota,9/17/20,-36.16
5279,Minnesota,9/18/20,-31.05
5280,Minnesota,9/19/20,-33.25
5281,Minnesota,9/20/20,-32.03
5282,Minnesota,9/21/20,-37.42
5283,Minnesota,9/22/20,-25.66
5284,Minnesota,9/23/20,-22.26
5285,Minnesota,9/24/20,-26.73
5286,Minnesota,9/25/20,-25.65
5287,Minnesota,9/26/20,-33.72
5288,Minnesota,9/27/20,-26.06
5289,Minnesota,9/28/20,-32.57
5290,Minnesota,9/29/20,-39.21
5291,Minnesota,9/30/20,-34.17
5292,Minnesota,10/1/20,-35.46
5293,Minnesota,10/2/20,-33.92
5294,Minnesota,10/3/20,-36.64
5295,Minnesota,10/4/20,-36.17
5296,Minnesota,10/5/20,-27.13
5297,Minnesota,10/6/20,-26.98
5298,Minnesota,10/7/20,-31.99
5299,Minnesota,10/8/20,-29.12
5300,Minnesota,10/9/20,-30.14
5301,Minnesota,10/10/20,-33.68
5302,Minnesota,10/11/20,-42.01
5303,Minnesota,10/12/20,-40.17
5304,Minnesota,10/13/20,-43.47
5305,Minnesota,10/14/20,-41.93
5306,Minnesota,10/15/20,-39.7
5307,Minnesota,10/16/20,-38.49
5308,Minnesota,10/17/20,-33.4
5309,Minnesota,10/18/20,-33.01
5310,Minnesota,10/19/20,-46.94
5311,Minnesota,10/20/20,-69.62
5312,Minnesota,10/21/20,-52.21
5313,Minnesota,10/22/20,-54.18
5314,Minnesota,10/23/20,-38.27
5315,Minnesota,10/24/20,-31.24
5316,Minnesota,10/25/20,-41.76
5317,Minnesota,10/26/20,-48.5
5318,Minnesota,10/27/20,-47.97
5319,Minnesota,10/28/20,-41.25
5320,Minnesota,10/29/20,-10.92
5321,Minnesota,10/30/20,-42.49
5322,Minnesota,10/31/20,-61.29
5323,Minnesota,11/1/20,-45.5
5324,Minnesota,11/2/20,-49.59
5325,Minnesota,11/3/20,-52.88
5326,Minnesota,11/4/20,-44.29
5327,Minnesota,11/5/20,-44.54
5328,Minnesota,11/6/20,-38.4
5329,Minnesota,11/7/20,-41.16
5330,Minnesota,11/8/20,-45.47
5331,Minnesota,11/9/20,-62.43
5332,Minnesota,11/10/20,-70.83
5333,Minnesota,11/11/20,-52.41
5334,Minnesota,11/12/20,-64.37
5335,Minnesota,11/13/20,-58.66
5336,Minnesota,11/14/20,-55.93
5337,Minnesota,11/15/20,-60.61
5338,Minnesota,11/16/20,-63.45
5339,Minnesota,11/17/20,-65.92
5340,Minnesota,11/18/20,-55.64
5341,Minnesota,11/19/20,-44.33
5342,Minnesota,11/20/20,-44.63
5343,Minnesota,11/21/20,-98.16
5344,Minnesota,11/22/20,-98.88
5345,Minnesota,11/23/20,-99.53
5346,Minnesota,11/24/20,-99.74
5347,Minnesota,11/25/20,-98.58
5348,Minnesota,11/26/20,-96.13
5349,Minnesota,11/27/20,-98.76
5350,Minnesota,11/28/20,-98.22
5351,Minnesota,11/29/20,-99.14
5352,Minnesota,11/30/20,-99.69
5353,Minnesota,12/1/20,-99.77
5354,Minnesota,12/2/20,-98.55
5355,Minnesota,12/3/20,-98.79
5356,Minnesota,12/4/20,-99.13
5357,Minnesota,12/5/20,-98.9
5358,Minnesota,12/6/20,-99.59
5359,Minnesota,12/7/20,-99.33
5360,Minnesota,12/8/20,-99.97
5361,Minnesota,12/9/20,-99.61
5362,Minnesota,12/10/20,-99.3
5363,Minnesota,12/11/20,-99.18
5364,Missouri,2/18/20,32.0
5365,Missouri,2/19/20,17.0
5366,Missouri,2/20/20,-1.0
5367,Missouri,2/21/20,3.0
5368,Missouri,2/22/20,1.0
5369,Missouri,2/23/20,-3.0
5370,Missouri,2/24/20,-7.0
5371,Missouri,2/25/20,-2.0
5372,Missouri,2/26/20,-11.0
5373,Missouri,2/27/20,-8.0
5374,Missouri,2/28/20,-13.0
5375,Missouri,2/29/20,2.0
5376,Missouri,3/1/20,72.0
5377,Missouri,3/2/20,8.0
5378,Missouri,3/3/20,0.0
5379,Missouri,3/4/20,-3.0
5380,Missouri,3/5/20,4.0
5381,Missouri,3/6/20,0.0
5382,Missouri,3/7/20,-5.0
5383,Missouri,3/8/20,-10.0
5384,Missouri,3/9/20,-13.0
5385,Missouri,3/10/20,-10.0
5386,Missouri,3/11/20,-12.0
5387,Missouri,3/12/20,-25.0
5388,Missouri,3/13/20,-29.0
5389,Missouri,3/14/20,-42.0
5390,Missouri,3/15/20,-45.0
5391,Missouri,3/16/20,-65.0
5392,Missouri,3/17/20,-88.0
5393,Missouri,3/18/20,-90.0
5394,Missouri,3/19/20,-97.25
5395,Missouri,3/20/20,-99.79
5396,Missouri,3/21/20,-99.98
5397,Missouri,3/22/20,-100.0
5398,Missouri,3/23/20,-100.0
5399,Missouri,3/24/20,-100.0
5400,Missouri,3/25/20,-100.0
5401,Missouri,3/26/20,-100.0
5402,Missouri,3/27/20,-100.0
5403,Missouri,3/28/20,-100.0
5404,Missouri,3/29/20,-100.0
5405,Missouri,3/30/20,-100.0
5406,Missouri,3/31/20,-100.0
5407,Missouri,4/1/20,-100.0
5408,Missouri,4/2/20,-100.0
5409,Missouri,4/3/20,-100.0
5410,Missouri,4/4/20,-100.0
5411,Missouri,4/5/20,-100.0
5412,Missouri,4/6/20,-100.0
5413,Missouri,4/7/20,-100.0
5414,Missouri,4/8/20,-100.0
5415,Missouri,4/9/20,-100.0
5416,Missouri,4/10/20,-100.0
5417,Missouri,4/11/20,-100.0
5418,Missouri,4/12/20,-100.0
5419,Missouri,4/13/20,-100.0
5420,Missouri,4/14/20,-100.0
5421,Missouri,4/15/20,-100.0
5422,Missouri,4/16/20,-100.0
5423,Missouri,4/17/20,-100.0
5424,Missouri,4/18/20,-100.0
5425,Missouri,4/19/20,-100.0
5426,Missouri,4/20/20,-100.0
5427,Missouri,4/21/20,-100.0
5428,Missouri,4/22/20,-100.0
5429,Missouri,4/23/20,-100.0
5430,Missouri,4/24/20,-100.0
5431,Missouri,4/25/20,-100.0
5432,Missouri,4/26/20,-100.0
5433,Missouri,4/27/20,-100.0
5434,Missouri,4/28/20,-100.0
5435,Missouri,4/29/20,-100.0
5436,Missouri,4/30/20,-100.0
5437,Missouri,5/1/20,-100.0
5438,Missouri,5/2/20,-99.81
5439,Missouri,5/3/20,-100.0
5440,Missouri,5/4/20,-99.05
5441,Missouri,5/5/20,-99.08
5442,Missouri,5/6/20,-98.66
5443,Missouri,5/7/20,-98.25
5444,Missouri,5/8/20,-97.36
5445,Missouri,5/9/20,-97.54
5446,Missouri,5/10/20,-97.83
5447,Missouri,5/11/20,-97.72
5448,Missouri,5/12/20,-97.59
5449,Missouri,5/13/20,-97.06
5450,Missouri,5/14/20,-97.19
5451,Missouri,5/15/20,-91.68
5452,Missouri,5/16/20,-89.11
5453,Missouri,5/17/20,-91.21
5454,Missouri,5/18/20,-86.32
5455,Missouri,5/19/20,-85.47
5456,Missouri,5/20/20,-84.5
5457,Missouri,5/21/20,-81.75
5458,Missouri,5/22/20,-75.59
5459,Missouri,5/23/20,-77.77
5460,Missouri,5/24/20,-79.55
5461,Missouri,5/25/20,-75.1
5462,Missouri,5/26/20,-76.04
5463,Missouri,5/27/20,-76.59
5464,Missouri,5/28/20,-75.77
5465,Missouri,5/29/20,-69.96
5466,Missouri,5/30/20,-73.47
5467,Missouri,5/31/20,-80.84
5468,Missouri,6/1/20,-77.26
5469,Missouri,6/2/20,-78.44
5470,Missouri,6/3/20,-78.5
5471,Missouri,6/4/20,-73.93
5472,Missouri,6/5/20,-68.42
5473,Missouri,6/6/20,-68.83
5474,Missouri,6/7/20,-67.91
5475,Missouri,6/8/20,-70.09
5476,Missouri,6/9/20,-69.17
5477,Missouri,6/10/20,-61.66
5478,Missouri,6/11/20,-63.38
5479,Missouri,6/12/20,-58.52
5480,Missouri,6/13/20,-57.74
5481,Missouri,6/14/20,-77.62
5482,Missouri,6/15/20,-61.52
5483,Missouri,6/16/20,-63.22
5484,Missouri,6/17/20,-60.45
5485,Missouri,6/18/20,-61.6
5486,Missouri,6/19/20,-53.74
5487,Missouri,6/20/20,-56.81
5488,Missouri,6/21/20,-34.55
5489,Missouri,6/22/20,-66.42
5490,Missouri,6/23/20,-59.44
5491,Missouri,6/24/20,-55.54
5492,Missouri,6/25/20,-56.33
5493,Missouri,6/26/20,-53.78
5494,Missouri,6/27/20,-54.9
5495,Missouri,6/28/20,-61.62
5496,Missouri,6/29/20,-60.79
5497,Missouri,6/30/20,-63.36
5498,Missouri,7/1/20,-57.06
5499,Missouri,7/2/20,-24.29
5500,Missouri,7/3/20,-55.61
5501,Missouri,7/4/20,-75.59
5502,Missouri,7/5/20,-56.98
5503,Missouri,7/6/20,-62.0
5504,Missouri,7/7/20,-61.21
5505,Missouri,7/8/20,-62.8
5506,Missouri,7/9/20,-59.34
5507,Missouri,7/10/20,-54.99
5508,Missouri,7/11/20,-54.12
5509,Missouri,7/12/20,-59.03
5510,Missouri,7/13/20,-65.83
5511,Missouri,7/14/20,-65.24
5512,Missouri,7/15/20,-64.41
5513,Missouri,7/16/20,-60.42
5514,Missouri,7/17/20,-59.77
5515,Missouri,7/18/20,-53.13
5516,Missouri,7/19/20,-59.11
5517,Missouri,7/20/20,-65.08
5518,Missouri,7/21/20,-65.67
5519,Missouri,7/22/20,-61.68
5520,Missouri,7/23/20,-59.94
5521,Missouri,7/24/20,-55.95
5522,Missouri,7/25/20,-51.67
5523,Missouri,7/26/20,-55.49
5524,Missouri,7/27/20,-60.17
5525,Missouri,7/28/20,-59.6
5526,Missouri,7/29/20,-64.75
5527,Missouri,7/30/20,-54.05
5528,Missouri,7/31/20,-49.08
5529,Missouri,8/1/20,-50.63
5530,Missouri,8/2/20,-49.32
5531,Missouri,8/3/20,-52.5
5532,Missouri,8/4/20,-52.4
5533,Missouri,8/5/20,-50.53
5534,Missouri,8/6/20,-52.21
5535,Missouri,8/7/20,-45.56
5536,Missouri,8/8/20,-44.87
5537,Missouri,8/9/20,-53.35
5538,Missouri,8/10/20,-56.49
5539,Missouri,8/11/20,-55.9
5540,Missouri,8/12/20,-52.14
5541,Missouri,8/13/20,-48.19
5542,Missouri,8/14/20,-48.63
5543,Missouri,8/15/20,-43.55
5544,Missouri,8/16/20,-39.46
5545,Missouri,8/17/20,-47.39
5546,Missouri,8/18/20,-48.13
5547,Missouri,8/19/20,-50.13
5548,Missouri,8/20/20,-45.76
5549,Missouri,8/21/20,-41.84
5550,Missouri,8/22/20,-40.01
5551,Missouri,8/23/20,-43.04
5552,Missouri,8/24/20,-47.93
5553,Missouri,8/25/20,-56.97
5554,Missouri,8/26/20,-52.49
5555,Missouri,8/27/20,-42.32
5556,Missouri,8/28/20,-33.05
5557,Missouri,8/29/20,-42.72
5558,Missouri,8/30/20,-59.34
5559,Missouri,8/31/20,-61.47
5560,Missouri,9/1/20,-32.82
5561,Missouri,9/2/20,-38.93
5562,Missouri,9/3/20,-36.43
5563,Missouri,9/4/20,-32.66
5564,Missouri,9/5/20,-32.08
5565,Missouri,9/6/20,7.07
5566,Missouri,9/7/20,-27.15
5567,Missouri,9/8/20,-61.08
5568,Missouri,9/9/20,-51.28
5569,Missouri,9/10/20,-55.84
5570,Missouri,9/11/20,-39.78
5571,Missouri,9/12/20,-31.08
5572,Missouri,9/13/20,-36.23
5573,Missouri,9/14/20,-50.34
5574,Missouri,9/15/20,-53.89
5575,Missouri,9/16/20,-49.01
5576,Missouri,9/17/20,-46.58
5577,Missouri,9/18/20,-37.95
5578,Missouri,9/19/20,-36.66
5579,Missouri,9/20/20,-42.39
5580,Missouri,9/21/20,-49.83
5581,Missouri,9/22/20,-51.83
5582,Missouri,9/23/20,-49.45
5583,Missouri,9/24/20,-46.02
5584,Missouri,9/25/20,-38.21
5585,Missouri,9/26/20,-35.14
5586,Missouri,9/27/20,-41.93
5587,Missouri,9/28/20,-52.8
5588,Missouri,9/29/20,-49.22
5589,Missouri,9/30/20,-40.18
5590,Missouri,10/1/20,-45.07
5591,Missouri,10/2/20,-35.58
5592,Missouri,10/3/20,-35.8
5593,Missouri,10/4/20,-33.42
5594,Missouri,10/5/20,-52.04
5595,Missouri,10/6/20,-51.06
5596,Missouri,10/7/20,-41.19
5597,Missouri,10/8/20,-35.89
5598,Missouri,10/9/20,-27.74
5599,Missouri,10/10/20,-29.35
5600,Missouri,10/11/20,-41.5
5601,Missouri,10/12/20,-46.1
5602,Missouri,10/13/20,-43.84
5603,Missouri,10/14/20,-41.71
5604,Missouri,10/15/20,-42.21
5605,Missouri,10/16/20,-36.44
5606,Missouri,10/17/20,-31.49
5607,Missouri,10/18/20,-47.44
5608,Missouri,10/19/20,-60.56
5609,Missouri,10/20/20,-54.05
5610,Missouri,10/21/20,-50.17
5611,Missouri,10/22/20,-31.66
5612,Missouri,10/23/20,-40.87
5613,Missouri,10/24/20,-38.71
5614,Missouri,10/25/20,-49.02
5615,Missouri,10/26/20,-65.92
5616,Missouri,10/27/20,-55.75
5617,Missouri,10/28/20,-42.15
5618,Missouri,10/29/20,-17.55
5619,Missouri,10/30/20,-42.72
5620,Missouri,10/31/20,-65.56
5621,Missouri,11/1/20,-50.72
5622,Missouri,11/2/20,-49.0
5623,Missouri,11/3/20,-57.32
5624,Missouri,11/4/20,-53.87
5625,Missouri,11/5/20,-48.8
5626,Missouri,11/6/20,-35.54
5627,Missouri,11/7/20,-38.07
5628,Missouri,11/8/20,-48.79
5629,Missouri,11/9/20,-35.01
5630,Missouri,11/10/20,-50.83
5631,Missouri,11/11/20,-43.42
5632,Missouri,11/12/20,-53.13
5633,Missouri,11/13/20,-46.57
5634,Missouri,11/14/20,-45.88
5635,Missouri,11/15/20,-50.7
5636,Missouri,11/16/20,-51.81
5637,Missouri,11/17/20,-75.95
5638,Missouri,11/18/20,-69.91
5639,Missouri,11/19/20,-59.13
5640,Missouri,11/20/20,-60.11
5641,Missouri,11/21/20,-59.69
5642,Missouri,11/22/20,-65.29
5643,Missouri,11/23/20,-68.1
5644,Missouri,11/24/20,-68.03
5645,Missouri,11/25/20,-68.12
5646,Missouri,11/26/20,-63.97
5647,Missouri,11/27/20,-60.2
5648,Missouri,11/28/20,-58.68
5649,Missouri,11/29/20,-63.6
5650,Missouri,11/30/20,-66.99
5651,Missouri,12/1/20,-76.03
5652,Missouri,12/2/20,-73.52
5653,Missouri,12/3/20,-71.58
5654,Missouri,12/4/20,-61.21
5655,Missouri,12/5/20,-56.81
5656,Missouri,12/6/20,-59.04
5657,Missouri,12/7/20,-70.69
5658,Missouri,12/8/20,-74.27
5659,Missouri,12/9/20,-66.59
5660,Missouri,12/10/20,-65.58
5661,Missouri,12/11/20,-64.24
5662,Nebraska,2/18/20,30.0
5663,Nebraska,2/19/20,8.0
5664,Nebraska,2/20/20,6.0
5665,Nebraska,2/21/20,-1.0
5666,Nebraska,2/22/20,163.0
5667,Nebraska,2/23/20,60.0
5668,Nebraska,2/24/20,4.0
5669,Nebraska,2/25/20,3.0
5670,Nebraska,2/26/20,-16.0
5671,Nebraska,2/27/20,-6.0
5672,Nebraska,2/28/20,-15.0
5673,Nebraska,2/29/20,5.0
5674,Nebraska,3/1/20,-2.0
5675,Nebraska,3/2/20,16.0
5676,Nebraska,3/3/20,-14.0
5677,Nebraska,3/4/20,1.0
5678,Nebraska,3/5/20,-1.0
5679,Nebraska,3/6/20,-18.0
5680,Nebraska,3/7/20,-10.0
5681,Nebraska,3/8/20,-4.0
5682,Nebraska,3/9/20,-34.0
5683,Nebraska,3/10/20,-11.0
5684,Nebraska,3/11/20,-16.0
5685,Nebraska,3/12/20,-2.0
5686,Nebraska,3/13/20,-31.0
5687,Nebraska,3/14/20,-32.0
5688,Nebraska,3/15/20,-44.0
5689,Nebraska,3/16/20,-59.0
5690,Nebraska,3/17/20,-95.0
5691,Nebraska,3/18/20,-100.0
5692,Nebraska,3/19/20,-99.47
5693,Nebraska,3/20/20,-99.88
5694,Nebraska,3/21/20,-99.89
5695,Nebraska,3/22/20,-99.75
5696,Nebraska,3/23/20,-99.79
5697,Nebraska,3/24/20,-99.88
5698,Nebraska,3/25/20,-100.0
5699,Nebraska,3/26/20,-100.0
5700,Nebraska,3/27/20,-100.0
5701,Nebraska,3/28/20,-100.0
5702,Nebraska,3/29/20,-100.0
5703,Nebraska,3/30/20,-100.0
5704,Nebraska,3/31/20,-100.0
5705,Nebraska,4/1/20,-100.0
5706,Nebraska,4/2/20,-100.0
5707,Nebraska,4/3/20,-100.0
5708,Nebraska,4/4/20,-100.0
5709,Nebraska,4/5/20,-100.0
5710,Nebraska,4/6/20,-100.0
5711,Nebraska,4/7/20,-100.0
5712,Nebraska,4/8/20,-100.0
5713,Nebraska,4/9/20,-100.0
5714,Nebraska,4/10/20,-100.0
5715,Nebraska,4/11/20,-100.0
5716,Nebraska,4/12/20,-100.0
5717,Nebraska,4/13/20,-100.0
5718,Nebraska,4/14/20,-100.0
5719,Nebraska,4/15/20,-100.0
5720,Nebraska,4/16/20,-100.0
5721,Nebraska,4/17/20,-100.0
5722,Nebraska,4/18/20,-100.0
5723,Nebraska,4/19/20,-100.0
5724,Nebraska,4/20/20,-100.0
5725,Nebraska,4/21/20,-100.0
5726,Nebraska,4/22/20,-100.0
5727,Nebraska,4/23/20,-100.0
5728,Nebraska,4/24/20,-100.0
5729,Nebraska,4/25/20,-100.0
5730,Nebraska,4/26/20,-100.0
5731,Nebraska,4/27/20,-100.0
5732,Nebraska,4/28/20,-100.0
5733,Nebraska,4/29/20,-100.0
5734,Nebraska,4/30/20,-100.0
5735,Nebraska,5/1/20,-100.0
5736,Nebraska,5/2/20,-100.0
5737,Nebraska,5/3/20,-100.0
5738,Nebraska,5/4/20,-85.69
5739,Nebraska,5/5/20,-93.49
5740,Nebraska,5/6/20,-92.93
5741,Nebraska,5/7/20,-91.09
5742,Nebraska,5/8/20,-88.93
5743,Nebraska,5/9/20,-88.94
5744,Nebraska,5/10/20,-90.35
5745,Nebraska,5/11/20,-92.35
5746,Nebraska,5/12/20,-88.56
5747,Nebraska,5/13/20,-89.66
5748,Nebraska,5/14/20,-86.59
5749,Nebraska,5/15/20,-84.27
5750,Nebraska,5/16/20,-82.66
5751,Nebraska,5/17/20,-85.69
5752,Nebraska,5/18/20,-86.24
5753,Nebraska,5/19/20,-85.11
5754,Nebraska,5/20/20,-85.96
5755,Nebraska,5/21/20,-79.65
5756,Nebraska,5/22/20,-76.1
5757,Nebraska,5/23/20,-75.75
5758,Nebraska,5/24/20,-80.46
5759,Nebraska,5/25/20,-73.11
5760,Nebraska,5/26/20,-70.32
5761,Nebraska,5/27/20,-74.77
5762,Nebraska,5/28/20,-73.74
5763,Nebraska,5/29/20,-68.85
5764,Nebraska,5/30/20,-66.33
5765,Nebraska,5/31/20,-81.36
5766,Nebraska,6/1/20,-80.83
5767,Nebraska,6/2/20,-79.16
5768,Nebraska,6/3/20,-68.87
5769,Nebraska,6/4/20,-69.34
5770,Nebraska,6/5/20,-61.1
5771,Nebraska,6/6/20,-65.44
5772,Nebraska,6/7/20,-66.31
5773,Nebraska,6/8/20,-54.54
5774,Nebraska,6/9/20,-70.47
5775,Nebraska,6/10/20,-60.95
5776,Nebraska,6/11/20,-59.05
5777,Nebraska,6/12/20,-58.72
5778,Nebraska,6/13/20,-57.73
5779,Nebraska,6/14/20,-75.91
5780,Nebraska,6/15/20,-64.74
5781,Nebraska,6/16/20,-66.47
