,State,Day,YOYPctChange
3092,Kansas,6/9/20,-60.73
3093,Kansas,6/10/20,-52.98
3094,Kansas,6/11/20,-57.88
3095,Kansas,6/12/20,-45.54
3096,Kansas,6/13/20,-47.35
3097,Kansas,6/14/20,-78.4
3098,Kansas,6/15/20,-53.68
3099,Kansas,6/16/20,-51.02
3100,Kansas,6/17/20,-48.15
3101,Kansas,6/18/20,-41.33
3102,Kansas,6/19/20,-38.77
3103,Kansas,6/20/20,-34.2
3104,Kansas,6/21/20,-13.7
3105,Kansas,6/22/20,-56.1
3106,Kansas,6/23/20,-49.75
3107,Kansas,6/24/20,-50.36
3108,Kansas,6/25/20,-51.02
3109,Kansas,6/26/20,-45.33
3110,Kansas,6/27/20,-40.44
3111,Kansas,6/28/20,-49.98
3112,Kansas,6/29/20,-49.92
3113,Kansas,6/30/20,-52.76
3114,Kansas,7/1/20,-56.28
3115,Kansas,7/2/20,7.74
3116,Kansas,7/3/20,-52.08
3117,Kansas,7/4/20,-84.34
3118,Kansas,7/5/20,-64.27
3119,Kansas,7/6/20,-57.87
3120,Kansas,7/7/20,-62.38
3121,Kansas,7/8/20,-57.06
3122,Kansas,7/9/20,-61.95
3123,Kansas,7/10/20,-48.82
3124,Kansas,7/11/20,-52.85
3125,Kansas,7/12/20,-60.88
3126,Kansas,7/13/20,-62.65
3127,Kansas,7/14/20,-55.3
3128,Kansas,7/15/20,-60.51
3129,Kansas,7/16/20,-59.05
3130,Kansas,7/17/20,-56.6
3131,Kansas,7/18/20,-49.18
3132,Kansas,7/19/20,-70.26
3133,Kansas,7/20/20,-66.64
3134,Kansas,7/21/20,-65.54
3135,Kansas,7/22/20,-65.05
3136,Kansas,7/23/20,-57.54
3137,Kansas,7/24/20,-54.95
3138,Kansas,7/25/20,-49.23
3139,Kansas,7/26/20,-50.33
3140,Kansas,7/27/20,-62.4
3141,Kansas,7/28/20,-57.12
3142,Kansas,7/29/20,-60.74
3143,Kansas,7/30/20,-50.08
3144,Kansas,7/31/20,-39.34
3145,Kansas,8/1/20,-41.12
3146,Kansas,8/2/20,-52.15
3147,Kansas,8/3/20,-55.29
3148,Kansas,8/4/20,-50.1
3149,Kansas,8/5/20,-49.37
3150,Kansas,8/6/20,-55.06
3151,Kansas,8/7/20,-45.55
3152,Kansas,8/8/20,-39.26
3153,Kansas,8/9/20,-54.97
3154,Kansas,8/10/20,-49.81
3155,Kansas,8/11/20,-53.65
3156,Kansas,8/12/20,-51.04
3157,Kansas,8/13/20,-47.61
3158,Kansas,8/14/20,-44.03
3159,Kansas,8/15/20,-38.74
3160,Kansas,8/16/20,-47.53
3161,Kansas,8/17/20,-47.55
3162,Kansas,8/18/20,-52.82
3163,Kansas,8/19/20,-50.52
3164,Kansas,8/20/20,-44.29
3165,Kansas,8/21/20,-38.49
3166,Kansas,8/22/20,-28.0
3167,Kansas,8/23/20,-47.35
3168,Kansas,8/24/20,-46.8
3169,Kansas,8/25/20,-50.03
3170,Kansas,8/26/20,-47.52
3171,Kansas,8/27/20,-47.6
3172,Kansas,8/28/20,-35.75
3173,Kansas,8/29/20,-24.14
3174,Kansas,8/30/20,-57.78
3175,Kansas,8/31/20,-52.54
3176,Kansas,9/1/20,-17.35
3177,Kansas,9/2/20,-40.12
3178,Kansas,9/3/20,-29.02
3179,Kansas,9/4/20,-34.56
3180,Kansas,9/5/20,-22.37
3181,Kansas,9/6/20,-16.72
3182,Kansas,9/7/20,-38.06
3183,Kansas,9/8/20,-62.05
3184,Kansas,9/9/20,-52.58
3185,Kansas,9/10/20,-63.28
3186,Kansas,9/11/20,-36.48
3187,Kansas,9/12/20,-21.39
3188,Kansas,9/13/20,-23.72
3189,Kansas,9/14/20,-46.12
3190,Kansas,9/15/20,-39.06
3191,Kansas,9/16/20,-49.8
3192,Kansas,9/17/20,-34.27
3193,Kansas,9/18/20,-35.93
3194,Kansas,9/19/20,-30.57
3195,Kansas,9/20/20,-45.46
3196,Kansas,9/21/20,-50.13
3197,Kansas,9/22/20,-39.62
3198,Kansas,9/23/20,-46.93
3199,Kansas,9/24/20,-35.16
3200,Kansas,9/25/20,-26.83
3201,Kansas,9/26/20,-25.58
3202,Kansas,9/27/20,-37.1
3203,Kansas,9/28/20,-59.27
3204,Kansas,9/29/20,-45.12
3205,Kansas,9/30/20,-38.53
3206,Kansas,10/1/20,-34.3
3207,Kansas,10/2/20,-30.92
3208,Kansas,10/3/20,-26.13
3209,Kansas,10/4/20,-34.36
3210,Kansas,10/5/20,-44.19
3211,Kansas,10/6/20,-41.86
3212,Kansas,10/7/20,-42.56
3213,Kansas,10/8/20,-38.33
3214,Kansas,10/9/20,-32.51
3215,Kansas,10/10/20,-26.01
3216,Kansas,10/11/20,-35.1
3217,Kansas,10/12/20,-49.78
3218,Kansas,10/13/20,-35.1
3219,Kansas,10/14/20,-40.75
3220,Kansas,10/15/20,-36.62
3221,Kansas,10/16/20,-25.33
3222,Kansas,10/17/20,-26.26
3223,Kansas,10/18/20,-48.93
3224,Kansas,10/19/20,-63.2
3225,Kansas,10/20/20,-50.35
3226,Kansas,10/21/20,-49.36
3227,Kansas,10/22/20,-34.22
3228,Kansas,10/23/20,-38.82
3229,Kansas,10/24/20,-31.62
3230,Kansas,10/25/20,-56.82
3231,Kansas,10/26/20,-64.96
3232,Kansas,10/27/20,-56.9
3233,Kansas,10/28/20,-36.88
3234,Kansas,10/29/20,-14.23
3235,Kansas,10/30/20,-34.47
3236,Kansas,10/31/20,-60.13
3237,Kansas,11/1/20,-50.05
3238,Kansas,11/2/20,-49.61
3239,Kansas,11/3/20,-47.79
3240,Kansas,11/4/20,-56.27
3241,Kansas,11/5/20,-40.82
3242,Kansas,11/6/20,-32.96
3243,Kansas,11/7/20,-27.35
3244,Kansas,11/8/20,-68.68
3245,Kansas,11/9/20,-47.52
3246,Kansas,11/10/20,-48.94
3247,Kansas,11/11/20,-39.81
3248,Kansas,11/12/20,-54.1
3249,Kansas,11/13/20,-49.78
3250,Kansas,11/14/20,-47.91
3251,Kansas,11/15/20,-59.08
3252,Kansas,11/16/20,-54.53
3253,Kansas,11/17/20,-66.05
3254,Kansas,11/18/20,-61.45
3255,Kansas,11/19/20,-53.5
3256,Kansas,11/20/20,-51.65
3257,Kansas,11/21/20,-52.54
3258,Kansas,11/22/20,-61.96
3259,Kansas,11/23/20,-64.03
3260,Kansas,11/24/20,-65.76
3261,Kansas,11/25/20,-63.78
3262,Kansas,11/26/20,-67.87
3263,Kansas,11/27/20,-58.18
3264,Kansas,11/28/20,-50.87
3265,Kansas,11/29/20,-65.55
3266,Kansas,11/30/20,-64.68
3267,Kansas,12/1/20,-68.8
3268,Kansas,12/2/20,-68.34
3269,Kansas,12/3/20,-65.66
3270,Kansas,12/4/20,-51.9
3271,Kansas,12/5/20,-48.49
3272,Kansas,12/6/20,-57.83
3273,Kansas,12/7/20,-67.58
3274,Kansas,12/8/20,-64.03
3275,Kansas,12/9/20,-57.18
3276,Kansas,12/10/20,-56.26
3277,Kansas,12/11/20,-54.35
3278,Kentucky,2/18/20,11.0
3279,Kentucky,2/19/20,14.0
3280,Kentucky,2/20/20,2.0
3281,Kentucky,2/21/20,6.0
3282,Kentucky,2/22/20,11.0
3283,Kentucky,2/23/20,-2.0
3284,Kentucky,2/24/20,2.0
3285,Kentucky,2/25/20,-7.0
3286,Kentucky,2/26/20,-14.0
3287,Kentucky,2/27/20,-8.0
3288,Kentucky,2/28/20,0.0
3289,Kentucky,2/29/20,17.0
3290,Kentucky,3/1/20,19.0
3291,Kentucky,3/2/20,-5.0
3292,Kentucky,3/3/20,0.0
3293,Kentucky,3/4/20,-6.0
3294,Kentucky,3/5/20,4.0
3295,Kentucky,3/6/20,-3.0
3296,Kentucky,3/7/20,1.0
3297,Kentucky,3/8/20,3.0
3298,Kentucky,3/9/20,-17.0
3299,Kentucky,3/10/20,-21.0
3300,Kentucky,3/11/20,-20.0
3301,Kentucky,3/12/20,-26.0
3302,Kentucky,3/13/20,-30.0
3303,Kentucky,3/14/20,-46.0
3304,Kentucky,3/15/20,-55.0
3305,Kentucky,3/16/20,-74.0
3306,Kentucky,3/17/20,-100.0
3307,Kentucky,3/18/20,-100.0
3308,Kentucky,3/19/20,-100.0
3309,Kentucky,3/20/20,-100.0
3310,Kentucky,3/21/20,-99.17
3311,Kentucky,3/22/20,-97.97
3312,Kentucky,3/23/20,-98.27
3313,Kentucky,3/24/20,-97.77
3314,Kentucky,3/25/20,-97.98
3315,Kentucky,3/26/20,-98.2
3316,Kentucky,3/27/20,-98.91
3317,Kentucky,3/28/20,-97.93
3318,Kentucky,3/29/20,-100.0
3319,Kentucky,3/30/20,-99.34
3320,Kentucky,3/31/20,-98.07
3321,Kentucky,4/1/20,-100.0
3322,Kentucky,4/2/20,-98.57
3323,Kentucky,4/3/20,-96.86
3324,Kentucky,4/4/20,-97.43
3325,Kentucky,4/5/20,-97.8
3326,Kentucky,4/6/20,-100.0
3327,Kentucky,4/7/20,-98.85
3328,Kentucky,4/8/20,-96.69
3329,Kentucky,4/9/20,-100.0
3330,Kentucky,4/10/20,-97.54
3331,Kentucky,4/11/20,-97.16
3332,Kentucky,4/12/20,-100.0
3333,Kentucky,4/13/20,-100.0
3334,Kentucky,4/14/20,-98.41
3335,Kentucky,4/15/20,-96.79
3336,Kentucky,4/16/20,-95.44
3337,Kentucky,4/17/20,-97.52
3338,Kentucky,4/18/20,-96.63
3339,Kentucky,4/19/20,-97.31
3340,Kentucky,4/20/20,-100.0
3341,Kentucky,4/21/20,-96.98
3342,Kentucky,4/22/20,-96.46
3343,Kentucky,4/23/20,-97.37
3344,Kentucky,4/24/20,-96.08
3345,Kentucky,4/25/20,-96.99
3346,Kentucky,4/26/20,-98.67
3347,Kentucky,4/27/20,-100.0
3348,Kentucky,4/28/20,-100.0
3349,Kentucky,4/29/20,-100.0
3350,Kentucky,4/30/20,-98.27
3351,Kentucky,5/1/20,-97.21
3352,Kentucky,5/2/20,-96.71
3353,Kentucky,5/3/20,-100.0
3354,Kentucky,5/4/20,-100.0
3355,Kentucky,5/5/20,-97.66
3356,Kentucky,5/6/20,-98.53
3357,Kentucky,5/7/20,-96.4
3358,Kentucky,5/8/20,-95.72
3359,Kentucky,5/9/20,-96.67
3360,Kentucky,5/10/20,-100.0
3361,Kentucky,5/11/20,-100.0
3362,Kentucky,5/12/20,-100.0
3363,Kentucky,5/13/20,-98.57
3364,Kentucky,5/14/20,-99.72
3365,Kentucky,5/15/20,-100.0
3366,Kentucky,5/16/20,-98.95
3367,Kentucky,5/17/20,-98.13
3368,Kentucky,5/18/20,-98.79
3369,Kentucky,5/19/20,-99.93
3370,Kentucky,5/20/20,-96.67
3371,Kentucky,5/21/20,-95.3
3372,Kentucky,5/22/20,-71.91
3373,Kentucky,5/23/20,-73.85
3374,Kentucky,5/24/20,-71.09
3375,Kentucky,5/25/20,-64.23
3376,Kentucky,5/26/20,-75.21
3377,Kentucky,5/27/20,-75.75
3378,Kentucky,5/28/20,-67.09
3379,Kentucky,5/29/20,-68.54
3380,Kentucky,5/30/20,-67.39
3381,Kentucky,5/31/20,-61.89
3382,Kentucky,6/1/20,-69.58
3383,Kentucky,6/2/20,-74.24
3384,Kentucky,6/3/20,-67.05
3385,Kentucky,6/4/20,-64.62
3386,Kentucky,6/5/20,-59.58
3387,Kentucky,6/6/20,-57.22
3388,Kentucky,6/7/20,-55.33
3389,Kentucky,6/8/20,-60.43
3390,Kentucky,6/9/20,-63.68
3391,Kentucky,6/10/20,-58.36
3392,Kentucky,6/11/20,-48.61
3393,Kentucky,6/12/20,-49.84
3394,Kentucky,6/13/20,-47.7
3395,Kentucky,6/14/20,-70.47
3396,Kentucky,6/15/20,-55.1
3397,Kentucky,6/16/20,-57.8
3398,Kentucky,6/17/20,-54.52
3399,Kentucky,6/18/20,-49.85
3400,Kentucky,6/19/20,-41.01
3401,Kentucky,6/20/20,-43.5
3402,Kentucky,6/21/20,-21.7
3403,Kentucky,6/22/20,-45.21
3404,Kentucky,6/23/20,-58.04
3405,Kentucky,6/24/20,-54.04
3406,Kentucky,6/25/20,-44.38
3407,Kentucky,6/26/20,-41.11
3408,Kentucky,6/27/20,-38.48
3409,Kentucky,6/28/20,-42.9
3410,Kentucky,6/29/20,-52.68
3411,Kentucky,6/30/20,-49.63
3412,Kentucky,7/1/20,-44.61
3413,Kentucky,7/2/20,-12.97
3414,Kentucky,7/3/20,-38.81
3415,Kentucky,7/4/20,-67.51
3416,Kentucky,7/5/20,-43.25
3417,Kentucky,7/6/20,-64.12
3418,Kentucky,7/7/20,-57.91
3419,Kentucky,7/8/20,-54.43
3420,Kentucky,7/9/20,-56.76
3421,Kentucky,7/10/20,-50.31
3422,Kentucky,7/11/20,-42.5
3423,Kentucky,7/12/20,-52.14
3424,Kentucky,7/13/20,-57.72
3425,Kentucky,7/14/20,-54.93
3426,Kentucky,7/15/20,-50.46
3427,Kentucky,7/16/20,-50.71
3428,Kentucky,7/17/20,-44.24
3429,Kentucky,7/18/20,-39.31
3430,Kentucky,7/19/20,-43.44
3431,Kentucky,7/20/20,-61.45
3432,Kentucky,7/21/20,-58.38
3433,Kentucky,7/22/20,-57.3
3434,Kentucky,7/23/20,-53.93
3435,Kentucky,7/24/20,-46.79
3436,Kentucky,7/25/20,-42.81
3437,Kentucky,7/26/20,-42.68
3438,Kentucky,7/27/20,-60.95
3439,Kentucky,7/28/20,-47.86
3440,Kentucky,7/29/20,-50.65
3441,Kentucky,7/30/20,-52.35
3442,Kentucky,7/31/20,-44.53
3443,Kentucky,8/1/20,-43.32
3444,Kentucky,8/2/20,-42.56
3445,Kentucky,8/3/20,-57.11
3446,Kentucky,8/4/20,-46.23
3447,Kentucky,8/5/20,-47.49
3448,Kentucky,8/6/20,-44.01
3449,Kentucky,8/7/20,-40.7
3450,Kentucky,8/8/20,-33.59
3451,Kentucky,8/9/20,-36.9
3452,Kentucky,8/10/20,-40.8
3453,Kentucky,8/11/20,-43.23
3454,Kentucky,8/12/20,-37.05
3455,Kentucky,8/13/20,-37.05
3456,Kentucky,8/14/20,-33.42
3457,Kentucky,8/15/20,-28.86
3458,Kentucky,8/16/20,-30.28
3459,Kentucky,8/17/20,-43.65
3460,Kentucky,8/18/20,-43.46
3461,Kentucky,8/19/20,-30.09
3462,Kentucky,8/20/20,-34.79
3463,Kentucky,8/21/20,-27.78
3464,Kentucky,8/22/20,-25.82
3465,Kentucky,8/23/20,-24.65
3466,Kentucky,8/24/20,-46.49
3467,Kentucky,8/25/20,-55.45
3468,Kentucky,8/26/20,-46.49
3469,Kentucky,8/27/20,-37.28
3470,Kentucky,8/28/20,-32.24
3471,Kentucky,8/29/20,-13.41
3472,Kentucky,8/30/20,-41.45
3473,Kentucky,8/31/20,-48.48
3474,Kentucky,9/1/20,-17.16
3475,Kentucky,9/2/20,-27.97
3476,Kentucky,9/3/20,-23.84
3477,Kentucky,9/4/20,-19.25
3478,Kentucky,9/5/20,-18.57
3479,Kentucky,9/6/20,17.15
3480,Kentucky,9/7/20,-17.88
3481,Kentucky,9/8/20,-45.53
3482,Kentucky,9/9/20,-39.55
3483,Kentucky,9/10/20,-38.02
3484,Kentucky,9/11/20,-40.8
3485,Kentucky,9/12/20,-18.65
3486,Kentucky,9/13/20,-29.95
3487,Kentucky,9/14/20,-45.29
3488,Kentucky,9/15/20,-46.59
3489,Kentucky,9/16/20,-41.35
3490,Kentucky,9/17/20,-39.35
3491,Kentucky,9/18/20,-25.38
3492,Kentucky,9/19/20,-20.7
3493,Kentucky,9/20/20,-28.01
3494,Kentucky,9/21/20,-37.14
3495,Kentucky,9/22/20,-39.45
3496,Kentucky,9/23/20,-58.0
3497,Kentucky,9/24/20,-51.47
3498,Kentucky,9/25/20,-38.36
3499,Kentucky,9/26/20,-33.81
3500,Kentucky,9/27/20,-24.51
3501,Kentucky,9/28/20,-56.63
3502,Kentucky,9/29/20,-54.7
3503,Kentucky,9/30/20,-47.4
3504,Kentucky,10/1/20,-40.42
3505,Kentucky,10/2/20,-34.61
3506,Kentucky,10/3/20,-31.27
3507,Kentucky,10/4/20,-26.96
3508,Kentucky,10/5/20,-31.45
3509,Kentucky,10/6/20,-40.45
3510,Kentucky,10/7/20,-38.53
3511,Kentucky,10/8/20,-35.99
3512,Kentucky,10/9/20,-30.79
3513,Kentucky,10/10/20,-29.45
3514,Kentucky,10/11/20,-37.73
3515,Kentucky,10/12/20,-48.49
3516,Kentucky,10/13/20,-44.78
3517,Kentucky,10/14/20,-41.78
3518,Kentucky,10/15/20,-51.69
3519,Kentucky,10/16/20,-32.98
3520,Kentucky,10/17/20,-25.03
3521,Kentucky,10/18/20,-33.25
3522,Kentucky,10/19/20,-53.43
3523,Kentucky,10/20/20,-57.24
3524,Kentucky,10/21/20,-38.39
3525,Kentucky,10/22/20,-29.57
3526,Kentucky,10/23/20,-30.43
3527,Kentucky,10/24/20,-14.88
3528,Kentucky,10/25/20,-32.07
3529,Kentucky,10/26/20,-46.92
3530,Kentucky,10/27/20,-41.54
3531,Kentucky,10/28/20,-36.74
3532,Kentucky,10/29/20,-3.23
3533,Kentucky,10/30/20,-31.88
3534,Kentucky,10/31/20,-52.51
3535,Kentucky,11/1/20,-33.85
3536,Kentucky,11/2/20,-51.79
3537,Kentucky,11/3/20,-52.12
3538,Kentucky,11/4/20,-48.45
3539,Kentucky,11/5/20,-46.2
3540,Kentucky,11/6/20,-30.21
3541,Kentucky,11/7/20,-16.16
3542,Kentucky,11/8/20,-24.5
3543,Kentucky,11/9/20,-42.72
3544,Kentucky,11/10/20,-39.05
3545,Kentucky,11/11/20,-36.58
3546,Kentucky,11/12/20,-43.43
3547,Kentucky,11/13/20,-33.4
3548,Kentucky,11/14/20,-26.23
3549,Kentucky,11/15/20,-33.5
3550,Kentucky,11/16/20,-49.96
3551,Kentucky,11/17/20,-52.99
3552,Kentucky,11/18/20,-43.36
3553,Kentucky,11/19/20,-14.24
3554,Kentucky,11/20/20,-70.16
3555,Kentucky,11/21/20,-83.89
3556,Kentucky,11/22/20,-85.71
3557,Kentucky,11/23/20,-82.16
3558,Kentucky,11/24/20,-79.94
3559,Kentucky,11/25/20,-84.56
3560,Kentucky,11/26/20,-92.91
3561,Kentucky,11/27/20,-80.86
3562,Kentucky,11/28/20,-78.56
3563,Kentucky,11/29/20,-80.54
3564,Kentucky,11/30/20,-91.28
3565,Kentucky,12/1/20,-92.68
3566,Kentucky,12/2/20,-88.88
3567,Kentucky,12/3/20,-88.31
3568,Kentucky,12/4/20,-85.11
3569,Kentucky,12/5/20,-81.51
3570,Kentucky,12/6/20,-80.27
3571,Kentucky,12/7/20,-85.87
3572,Kentucky,12/8/20,-86.29
3573,Kentucky,12/9/20,-85.72
3574,Kentucky,12/10/20,-79.73
3575,Kentucky,12/11/20,-77.58
3576,Louisiana,2/18/20,-6.0
3577,Louisiana,2/19/20,2.0
3578,Louisiana,2/20/20,9.0
3579,Louisiana,2/21/20,10.0
3580,Louisiana,2/22/20,2.0
3581,Louisiana,2/23/20,11.0
3582,Louisiana,2/24/20,80.0
3583,Louisiana,2/25/20,78.0
3584,Louisiana,2/26/20,4.0
3585,Louisiana,2/27/20,-15.0
3586,Louisiana,2/28/20,-10.0
3587,Louisiana,2/29/20,-1.0
3588,Louisiana,3/1/20,-19.0
3589,Louisiana,3/2/20,-42.0
3590,Louisiana,3/3/20,-53.0
3591,Louisiana,3/4/20,-25.0
3592,Louisiana,3/5/20,6.0
3593,Louisiana,3/6/20,5.0
3594,Louisiana,3/7/20,5.0
3595,Louisiana,3/8/20,-2.0
3596,Louisiana,3/9/20,-8.0
3597,Louisiana,3/10/20,-13.0
3598,Louisiana,3/11/20,-16.0
3599,Louisiana,3/12/20,-23.0
3600,Louisiana,3/13/20,-28.0
3601,Louisiana,3/14/20,-34.0
3602,Louisiana,3/15/20,-50.0
3603,Louisiana,3/16/20,-55.0
3604,Louisiana,3/17/20,-100.0
3605,Louisiana,3/18/20,-100.0
3606,Louisiana,3/19/20,-99.98
3607,Louisiana,3/20/20,-100.0
3608,Louisiana,3/21/20,-99.99
3609,Louisiana,3/22/20,-100.0
3610,Louisiana,3/23/20,-100.0
3611,Louisiana,3/24/20,-100.0
3612,Louisiana,3/25/20,-100.0
3613,Louisiana,3/26/20,-100.0
3614,Louisiana,3/27/20,-100.0
3615,Louisiana,3/28/20,-100.0
3616,Louisiana,3/29/20,-100.0
3617,Louisiana,3/30/20,-99.99
3618,Louisiana,3/31/20,-100.0
3619,Louisiana,4/1/20,-100.0
3620,Louisiana,4/2/20,-100.0
3621,Louisiana,4/3/20,-99.99
3622,Louisiana,4/4/20,-100.0
3623,Louisiana,4/5/20,-100.0
3624,Louisiana,4/6/20,-100.0
3625,Louisiana,4/7/20,-100.0
3626,Louisiana,4/8/20,-100.0
3627,Louisiana,4/9/20,-100.0
3628,Louisiana,4/10/20,-100.0
3629,Louisiana,4/11/20,-100.0
3630,Louisiana,4/12/20,-100.0
3631,Louisiana,4/13/20,-100.0
3632,Louisiana,4/14/20,-100.0
3633,Louisiana,4/15/20,-100.0
3634,Louisiana,4/16/20,-100.0
3635,Louisiana,4/17/20,-100.0
3636,Louisiana,4/18/20,-100.0
3637,Louisiana,4/19/20,-100.0
3638,Louisiana,4/20/20,-100.0
3639,Louisiana,4/21/20,-100.0
3640,Louisiana,4/22/20,-99.99
3641,Louisiana,4/23/20,-100.0
3642,Louisiana,4/24/20,-100.0
3643,Louisiana,4/25/20,-100.0
3644,Louisiana,4/26/20,-100.0
3645,Louisiana,4/27/20,-100.0
3646,Louisiana,4/28/20,-100.0
3647,Louisiana,4/29/20,-100.0
3648,Louisiana,4/30/20,-100.0
3649,Louisiana,5/1/20,-100.0
3650,Louisiana,5/2/20,-99.98
3651,Louisiana,5/3/20,-100.0
3652,Louisiana,5/4/20,-100.0
3653,Louisiana,5/5/20,-99.94
3654,Louisiana,5/6/20,-100.0
3655,Louisiana,5/7/20,-99.85
3656,Louisiana,5/8/20,-99.92
3657,Louisiana,5/9/20,-99.95
3658,Louisiana,5/10/20,-100.0
3659,Louisiana,5/11/20,-100.0
3660,Louisiana,5/12/20,-99.93
3661,Louisiana,5/13/20,-99.56
3662,Louisiana,5/14/20,-99.89
3663,Louisiana,5/15/20,-92.02
3664,Louisiana,5/16/20,-86.08
3665,Louisiana,5/17/20,-86.9
3666,Louisiana,5/18/20,-87.33
3667,Louisiana,5/19/20,-84.73
3668,Louisiana,5/20/20,-81.15
3669,Louisiana,5/21/20,-78.95
3670,Louisiana,5/22/20,-78.51
3671,Louisiana,5/23/20,-79.59
3672,Louisiana,5/24/20,-80.57
3673,Louisiana,5/25/20,-85.61
3674,Louisiana,5/26/20,-77.63
3675,Louisiana,5/27/20,-70.92
3676,Louisiana,5/28/20,-69.62
3677,Louisiana,5/29/20,-64.37
3678,Louisiana,5/30/20,-69.24
3679,Louisiana,5/31/20,-72.53
3680,Louisiana,6/1/20,-77.8
3681,Louisiana,6/2/20,-74.49
3682,Louisiana,6/3/20,-67.1
3683,Louisiana,6/4/20,-62.1
3684,Louisiana,6/5/20,-60.0
3685,Louisiana,6/6/20,-66.05
3686,Louisiana,6/7/20,-87.69
3687,Louisiana,6/8/20,-79.89
3688,Louisiana,6/9/20,-66.96
3689,Louisiana,6/10/20,-62.76
3690,Louisiana,6/11/20,-59.23
3691,Louisiana,6/12/20,-53.32
3692,Louisiana,6/13/20,-52.02
3693,Louisiana,6/14/20,-69.81
3694,Louisiana,6/15/20,-55.59
3695,Louisiana,6/16/20,-55.01
3696,Louisiana,6/17/20,-52.17
3697,Louisiana,6/18/20,-57.68
3698,Louisiana,6/19/20,-48.2
3699,Louisiana,6/20/20,-52.37
3700,Louisiana,6/21/20,-28.9
3701,Louisiana,6/22/20,-59.94
3702,Louisiana,6/23/20,-59.22
3703,Louisiana,6/24/20,-59.36
3704,Louisiana,6/25/20,-53.84
3705,Louisiana,6/26/20,-46.02
3706,Louisiana,6/27/20,-52.23
3707,Louisiana,6/28/20,-54.65
3708,Louisiana,6/29/20,-60.87
3709,Louisiana,6/30/20,-44.53
3710,Louisiana,7/1/20,-52.67
3711,Louisiana,7/2/20,-52.84
3712,Louisiana,7/3/20,-51.09
3713,Louisiana,7/4/20,-69.65
3714,Louisiana,7/5/20,-57.48
3715,Louisiana,7/6/20,-64.85
3716,Louisiana,7/7/20,-60.93
3717,Louisiana,7/8/20,-41.78
3718,Louisiana,7/9/20,-42.97
3719,Louisiana,7/10/20,39.85
3720,Louisiana,7/11/20,154.7
3721,Louisiana,7/12/20,-14.64
3722,Louisiana,7/13/20,-64.16
3723,Louisiana,7/14/20,-55.68
3724,Louisiana,7/15/20,-60.56
3725,Louisiana,7/16/20,-62.72
3726,Louisiana,7/17/20,-58.18
3727,Louisiana,7/18/20,-52.61
3728,Louisiana,7/19/20,-57.74
3729,Louisiana,7/20/20,-59.72
3730,Louisiana,7/21/20,-61.14
3731,Louisiana,7/22/20,-59.24
3732,Louisiana,7/23/20,-60.47
3733,Louisiana,7/24/20,-55.19
3734,Louisiana,7/25/20,-54.0
3735,Louisiana,7/26/20,-57.83
3736,Louisiana,7/27/20,-62.88
3737,Louisiana,7/28/20,-59.7
3738,Louisiana,7/29/20,-54.43
3739,Louisiana,7/30/20,-51.03
3740,Louisiana,7/31/20,-53.34
3741,Louisiana,8/1/20,-53.22
3742,Louisiana,8/2/20,-52.3
3743,Louisiana,8/3/20,-61.79
3744,Louisiana,8/4/20,-57.73
3745,Louisiana,8/5/20,-50.95
3746,Louisiana,8/6/20,-44.85
3747,Louisiana,8/7/20,-41.87
3748,Louisiana,8/8/20,-46.22
3749,Louisiana,8/9/20,-48.11
3750,Louisiana,8/10/20,-48.97
3751,Louisiana,8/11/20,-43.41
3752,Louisiana,8/12/20,-41.07
3753,Louisiana,8/13/20,-41.85
3754,Louisiana,8/14/20,-37.93
3755,Louisiana,8/15/20,-37.62
3756,Louisiana,8/16/20,-36.44
3757,Louisiana,8/17/20,-49.51
3758,Louisiana,8/18/20,-58.52
3759,Louisiana,8/19/20,-47.72
3760,Louisiana,8/20/20,-42.18
3761,Louisiana,8/21/20,-39.08
3762,Louisiana,8/22/20,-34.24
3763,Louisiana,8/23/20,-54.71
3764,Louisiana,8/24/20,-73.34
3765,Louisiana,8/25/20,-69.32
3766,Louisiana,8/26/20,-75.72
3767,Louisiana,8/27/20,-67.78
3768,Louisiana,8/28/20,-52.19
3769,Louisiana,8/29/20,-44.97
3770,Louisiana,8/30/20,-64.83
3771,Louisiana,8/31/20,-66.77
3772,Louisiana,9/1/20,-31.16
3773,Louisiana,9/2/20,-29.93
3774,Louisiana,9/3/20,-31.9
3775,Louisiana,9/4/20,-29.14
3776,Louisiana,9/5/20,-17.51
3777,Louisiana,9/6/20,-20.57
3778,Louisiana,9/7/20,-42.89
3779,Louisiana,9/8/20,-58.34
3780,Louisiana,9/9/20,-54.16
3781,Louisiana,9/10/20,-45.65
3782,Louisiana,9/11/20,-43.91
3783,Louisiana,9/12/20,-36.87
3784,Louisiana,9/13/20,-55.07
3785,Louisiana,9/14/20,-76.91
3786,Louisiana,9/15/20,-65.21
3787,Louisiana,9/16/20,-50.0
3788,Louisiana,9/17/20,-34.13
3789,Louisiana,9/18/20,-33.23
3790,Louisiana,9/19/20,-28.93
3791,Louisiana,9/20/20,-40.72
3792,Louisiana,9/21/20,-53.93
3793,Louisiana,9/22/20,-54.61
3794,Louisiana,9/23/20,-52.06
3795,Louisiana,9/24/20,-45.8
3796,Louisiana,9/25/20,-29.1
3797,Louisiana,9/26/20,-40.8
3798,Louisiana,9/27/20,-43.06
3799,Louisiana,9/28/20,-63.34
3800,Louisiana,9/29/20,-50.28
3801,Louisiana,9/30/20,-42.46
